
OID=.1.3.6.1.2.1.1.2.0, Type=OID, Value=1.3.6.1.4.1.318.1.3.4.5
OID=.1.3.6.1.4.1.318.2.3.11.0, Type=OctetString, Value=  00                                                 
OID=.1.3.6.1.4.1.318.2.3.12.0, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.2.3.13.0, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.2.3.14.0, Type=TimeTicks, Value=0:00:00.00
OID=.1.3.6.1.4.1.318.2.3.15.0, Type=TimeTicks, Value=0:00:00.00
OID=.1.3.6.1.4.1.318.2.4.1.1.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.4.2.1.1.0, Type=OctetString, Value=Unknown
OID=.1.3.6.1.4.1.318.2.4.2.2.1.0, Type=OctetString, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.4.2.3.1.0, Type=OctetString, Value=***
OID=.1.3.6.1.4.1.318.2.4.2.3.2.0, Type=OctetString, Value=***
OID=.1.3.6.1.4.1.318.2.4.2.3.3.0, Type=OctetString, Value=***
OID=.1.3.6.1.4.1.318.2.4.3.1.0, Type=Integer, Value=1
OID=.1.3.6.1.6.3.1.1.6.1.0, Type=Integer, Value=16838
OID=.1.3.6.1.6.3.10.2.1.1.0, Type=OctetString, Value=  80 00 01 3E 03 00 C0 B7 D7 22 2C                   
OID=.1.3.6.1.6.3.10.2.1.2.0, Type=Integer, Value=45
OID=.1.3.6.1.6.3.10.2.1.3.0, Type=Integer, Value=0
OID=.1.3.6.1.6.3.10.2.1.4.0, Type=Integer, Value=2000
OID=.1.3.6.1.6.3.11.2.1.1.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.11.2.1.2.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.11.2.1.3.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.12.1.1.0, Type=Integer, Value=28166
OID=.1.3.6.1.6.3.12.1.2.1.2.85.115.101.114.0.0.0, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.49, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.50, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.51, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.52, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.53, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.54, Type=OID, Value=1.3.6.1.6.1.1
OID=.1.3.6.1.6.3.12.1.2.1.3.85.115.101.114.0.0.0, Type=OctetString, Value=  C0 A8 01 01 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.49, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.50, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.51, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.52, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.53, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.54, Type=OctetString, Value=  00 00 00 00 00 A2                                  
OID=.1.3.6.1.6.3.12.1.2.1.4.85.115.101.114.0.0.0, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.49, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.50, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.51, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.52, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.53, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.54, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.85.115.101.114.0.0.0, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.49, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.50, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.51, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.52, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.53, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.54, Type=Integer, Value=0
OID=.1.3.6.1.6.3.12.1.2.1.6.85.115.101.114.0.0.0, Type=OctetString, Value=defaultnotification
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.49, Type=OctetString, Value=usmNotify1
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.50, Type=OctetString, Value=usmNotify2
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.51, Type=OctetString, Value=usmNotify3
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.52, Type=OctetString, Value=usmNotify4
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.53, Type=OctetString, Value=usmNotify5
OID=.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.54, Type=OctetString, Value=usmNotify6
OID=.1.3.6.1.6.3.12.1.2.1.7.85.115.101.114.0.0.0, Type=OctetString, Value=paramv1
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.49, Type=OctetString, Value=usmParam1
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.50, Type=OctetString, Value=usmParam2
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.51, Type=OctetString, Value=usmParam3
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.52, Type=OctetString, Value=usmParam4
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.53, Type=OctetString, Value=usmParam5
OID=.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.54, Type=OctetString, Value=usmParam6
OID=.1.3.6.1.6.3.12.1.2.1.8.85.115.101.114.0.0.0, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.52, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.53, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.54, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.2.1.9.85.115.101.114.0.0.0, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.50, Type=Integer, Value=2
OID=.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.52, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.53, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.54, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.49, Type=OctetString, Value=public
OID=.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.50, Type=OctetString, Value=public
OID=.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.51, Type=OctetString, Value=public
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.49, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.50, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.51, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.52, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.53, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.54, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.49, Type=Integer, Value=2
OID=.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.50, Type=Integer, Value=2
OID=.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.51, Type=Integer, Value=2
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.52, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.53, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.54, Type=Integer, Value=3
OID=.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.12.1.4.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.12.1.5.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.13.1.1.1.2.100.101.102.97.117.108.116.110.111.116.105.102.105.99.97.116.105.111.110, Type=OctetString, Value=defaultnotification
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.49, Type=OctetString, Value=usmNotify1
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.50, Type=OctetString, Value=usmNotify2
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.51, Type=OctetString, Value=usmNotify3
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.52, Type=OctetString, Value=usmNotify4
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.53, Type=OctetString, Value=usmNotify5
OID=.1.3.6.1.6.3.13.1.1.1.2.117.115.109.78.111.116.105.102.121.54, Type=OctetString, Value=usmNotify6
OID=.1.3.6.1.6.3.13.1.1.1.3.100.101.102.97.117.108.116.110.111.116.105.102.105.99.97.116.105.111.110, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.3.117.115.109.78.111.116.105.102.121.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.4.100.101.102.97.117.108.116.110.111.116.105.102.105.99.97.116.105.111.110, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.52, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.53, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.4.117.115.109.78.111.116.105.102.121.54, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.1.1.5.100.101.102.97.117.108.116.110.111.116.105.102.105.99.97.116.105.111.110, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.52, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.53, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.1.1.5.117.115.109.78.111.116.105.102.121.54, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.2.1.1.112.97.114.97.109.118.49, Type=OctetString, Value=public profile
OID=.1.3.6.1.6.3.13.1.2.1.1.112.97.114.97.109.118.50, Type=OctetString, Value=public profile
OID=.1.3.6.1.6.3.13.1.2.1.1.112.97.114.97.109.118.51, Type=OctetString, Value=public profile
OID=.1.3.6.1.6.3.13.1.2.1.2.112.97.114.97.109.118.49, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.2.1.2.112.97.114.97.109.118.50, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.2.1.2.112.97.114.97.109.118.51, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.2.1.3.112.97.114.97.109.118.49, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.2.1.3.112.97.114.97.109.118.50, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.2.1.3.112.97.114.97.109.118.51, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.3.1.2.14.112.117.98.108.105.99.32.112.114.111.102.105.108.101.1, Type=OctetString, Value=  00 00                                              
OID=.1.3.6.1.6.3.13.1.3.1.3.14.112.117.98.108.105.99.32.112.114.111.102.105.108.101.1, Type=Integer, Value=1
OID=.1.3.6.1.6.3.13.1.3.1.4.14.112.117.98.108.105.99.32.112.114.111.102.105.108.101.1, Type=Integer, Value=3
OID=.1.3.6.1.6.3.13.1.3.1.5.14.112.117.98.108.105.99.32.112.114.111.102.105.108.101.1, Type=Integer, Value=1
OID=.1.3.6.1.6.3.15.1.1.1.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.1.2.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.1.3.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.1.4.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.1.5.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.1.6.0, Type=Counter32, Value=0
OID=.1.3.6.1.6.3.15.1.2.1.0, Type=Integer, Value=17058
OID=.1.3.6.1.6.3.15.1.2.2.1.3.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OctetString, Value=APC ASI User
OID=.1.3.6.1.6.3.15.1.2.2.1.3.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OctetString, Value=apc snmp profile1
OID=.1.3.6.1.6.3.15.1.2.2.1.3.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OctetString, Value=apc snmp profile2
OID=.1.3.6.1.6.3.15.1.2.2.1.3.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OctetString, Value=apc snmp profile3
OID=.1.3.6.1.6.3.15.1.2.2.1.3.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OctetString, Value=apc snmp profile4
OID=.1.3.6.1.6.3.15.1.2.2.1.4.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OID, Value=0.0
OID=.1.3.6.1.6.3.15.1.2.2.1.4.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OID, Value=0.0
OID=.1.3.6.1.6.3.15.1.2.2.1.4.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OID, Value=0.0
OID=.1.3.6.1.6.3.15.1.2.2.1.4.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OID, Value=0.0
OID=.1.3.6.1.6.3.15.1.2.2.1.4.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OID, Value=0.0
OID=.1.3.6.1.6.3.15.1.2.2.1.5.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OID, Value=1.3.6.1.6.3.10.1.1.2
OID=.1.3.6.1.6.3.15.1.2.2.1.5.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OID, Value=1.3.6.1.6.3.10.1.1.1
OID=.1.3.6.1.6.3.15.1.2.2.1.5.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OID, Value=1.3.6.1.6.3.10.1.1.1
OID=.1.3.6.1.6.3.15.1.2.2.1.5.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OID, Value=1.3.6.1.6.3.10.1.1.1
OID=.1.3.6.1.6.3.15.1.2.2.1.5.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OID, Value=1.3.6.1.6.3.10.1.1.1
OID=.1.3.6.1.6.3.15.1.2.2.1.6.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.6.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.6.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.6.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.6.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.7.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.7.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.7.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.7.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.7.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.8.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OID, Value=1.3.6.1.6.3.10.1.2.2
OID=.1.3.6.1.6.3.15.1.2.2.1.8.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OID, Value=1.3.6.1.6.3.10.1.2.1
OID=.1.3.6.1.6.3.15.1.2.2.1.8.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OID, Value=1.3.6.1.6.3.10.1.2.1
OID=.1.3.6.1.6.3.15.1.2.2.1.8.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OID, Value=1.3.6.1.6.3.10.1.2.1
OID=.1.3.6.1.6.3.15.1.2.2.1.8.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OID, Value=1.3.6.1.6.3.10.1.2.1
OID=.1.3.6.1.6.3.15.1.2.2.1.9.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.9.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.9.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.50, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.9.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.51, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.9.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.52, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.10.11.128.0.1.62.3.0.192.183.215.34.44.12.65.80.67.32.65.83.73.32.85.115.101.114, Type=OctetString, Value=
OID=.1.3.6.1.6.3.15.1.2.2.1.10.11.128.0.1.62.3.0.192.183.215.34.44.17.97.112.99.32.115.110.109.112.32.112.114.111.102.105.108.101.49, Type=OctetString, Value=
